,y_test,prediction
4804,1884.8798,1274.2898576344262
690,1659.8394,2951.6930349210834
3194,2828.3184,1575.7965937537274
357,5033.448,4101.421087137886
854,588.5672,375.76954883370286
5274,5424.9384,4125.293399862508
7351,593.2278,1261.6950353279774
2661,1258.362,4035.23201402187
289,1237.7222,1524.5814300779423
2369,173.7738,1007.0603287854236
4965,2285.0256,1738.2462294523482
5279,2514.0608,2578.577528790828
1606,1904.188,2994.780867228633
480,2940.1728,2933.899073669131
4433,5480.8656,3696.839303341946
2669,3990.8052,3741.2237344490013
6940,2441.4886,1896.501257373444
2102,992.042,1266.3728859193384
446,50.6008,-984.7003240740787
5527,2365.5874,1987.5365329434308
2831,1837.608,2029.6811712241222
8049,731.0484,655.9095171823699
3403,2878.2534,4076.0571825792877
1273,540.6296,752.552706237651
3092,3315.0182,4001.868938761623
6902,4713.864,3095.4938344957245
552,334.2316,811.6216399401849
2357,2439.4912,4082.677133157351
5756,3628.61,2520.7070569069483
2505,3846.9924,3408.3192654502827
6474,1547.985,1084.4643349201606
549,2386.2272,2854.9883461636728
3522,1707.777,3112.6823139611424
6790,1018.674,1691.990859201928
4233,2101.2648,4207.692312491825
4481,5690.5926,2305.072426784325
5943,2125.2336,1819.024549660489
1212,3257.7594,2541.18231833309
2089,3929.5516,2495.7571331759427
2621,433.4358,993.4386051727613
2566,1832.2816,3592.896389987691
7783,2327.6368,3020.1009388928296
280,736.3748,1442.3397051494896
6501,2950.1598,2297.8928233590723
7600,937.4464,945.5052717839038
5608,1565.9616,3134.5405135727797
1231,2612.5992,2398.979409641048
7505,1797.66,1450.9457995458197
4129,3215.814,3635.925685338825
7366,2498.0816,1472.4710886992257
2905,2886.9088,2637.2328863762814
7830,1246.3776,2022.5014076355258
4685,3355.632,2980.8711855312913
1910,873.5296,1766.9685284846014
789,1783.6782,1453.4196927798307
561,81.2276,-1133.618674146234
298,942.7728,1436.8733863831133
7474,1458.102,1668.135399261137
1299,2960.1468,2645.7062855204395
2601,1853.5872,903.9888565783842
498,1054.6272,1407.013765854649
3647,1534.0032,1604.0312806092186
4525,1895.5326,2414.2921092292663
2776,7931.6754,3795.9316865291466
3761,495.3552,141.13587588382325
5559,2237.088,2158.388173512523
3844,383.5008,772.0994233583046
382,2251.7356,1627.0222926413778
2678,453.4098,619.1164282919929
6454,6024.1584,3636.594347083582
3584,6851.082,3585.298230377969
4035,579.246,971.209572908997
4595,5273.136,4171.447511522324
2854,2463.46,1751.5494556282017
3643,3289.052,2014.0497580237984
1846,339.558,528.7277237225228
4089,2649.2182,1924.7010489455681
2944,157.1288,-1199.8229354960397
5542,751.0224,2126.347735979649
1073,1025.332,632.4787520034106
7472,2004.058,2245.7333985385667
2079,525.3162,901.679919547368
7305,263.6568,333.00837390788297
7265,1480.0734,862.3945749297235
7471,1798.9916,2054.9205215769207
1804,3842.9976,3760.1754678357956
4015,1406.1696,1431.6928152424184
2384,153.7998,662.1084765112516
4313,4541.4218,3841.7672987983487
8156,2109.2544,1415.6752020949218
4802,1059.9536,4199.206040314784
1197,3829.0158,2165.6189998781765
4865,856.8846,1037.0458912330353
896,1058.622,2842.122801107619
18,2303.668,3511.5653090185615
5903,1470.0864,1874.37356808964
3382,1164.4842,1719.204184436647
2853,207.7296,1335.4455976281986
4597,3428.2042,2910.839074792356
5519,2293.0152,2321.8733581598162
1994,3207.8244,2446.5921833863877
4308,4138.6128,3013.1786483091637
8462,1494.0552,1451.908081620154
5493,1221.0772,3016.819790576191
1303,253.004,145.82645853098393
474,810.9444,930.0440846518347
1789,175.1054,917.1639355167499
4929,2036.0164,2924.8582702946405
7215,375.5112,83.90014250530521
4596,3354.3004,2530.4930900575337
2133,1431.47,2323.5696851006123
7022,2073.3012,2097.473677296124
567,1561.9668,1519.718601678156
3888,759.012,674.9900881290971
8173,1686.4714,1656.299349066859
2647,1038.648,2101.2426560152667
1149,1171.808,2613.343226959858
4897,398.1484,1350.636935130119
7079,2556.672,3077.394836941002
2714,365.5242,723.8095122340765
1658,6771.186,3543.3323592920606
1441,833.5816,1384.418127993212
4381,5880.3456,4326.836806348139
7159,878.856,1434.7263968518268
3320,4386.2904,3411.2142727402033
7256,8323.8316,3503.8313248833274
5783,2708.4744,2434.900946778728
4744,4012.1108,4164.647187342189
5338,109.857,-1245.2287435487456
1596,1733.0774,1170.0288346692244
4379,605.878,989.7009153905993
2616,3103.9596,2630.0802287394354
2343,5068.7354,3509.107657597875
4406,421.4514,2009.444800754892
1493,651.8182,631.7220956745905
5957,1514.695,2399.347057202398
7597,2261.0568,4432.750993500718
2706,747.0276,2041.91578741434
7238,2787.0388,3367.1282823425945
8124,246.346,1943.3923776297831
2183,1518.024,979.7608615111938
2115,934.7832,776.0505788340802
1430,1661.8368,1028.61084451347
7460,3705.8428,2531.0829132531117
669,1107.8912,2209.1427591266774
5292,6723.2484,4013.016010476441
8054,503.3448,306.60064449237393
5254,3974.826,4295.672114417133
2426,4278.4308,3876.469220625663
7869,2626.581,2444.6360677669036
748,996.0368,999.5389356617699
829,5367.6796,2773.561721075548
4499,3075.996,2708.303569445584
2836,503.3448,1439.8814031747427
453,978.726,3085.383629885375
4663,3207.8244,3066.0698633178736
2425,4442.2176,4418.29670439722
3067,3103.9596,2335.4585096369265
2339,1528.011,1724.4586736867043
3789,1128.531,1194.6104314255665
6763,5289.1152,4929.654204982832
2889,1737.738,3021.6778422274847
1521,262.3252,2005.8247049738948
4673,1459.4336,1533.5040371049533
4185,1644.526,2569.381857281782
4115,2237.088,2568.6283732939537
7548,1534.0032,1224.611899734357
3307,2069.3064,2572.6834460108385
7088,185.0924,938.1877548459934
1367,1853.5872,3708.1765375363975
430,38.6164,-1286.3618558189576
8198,3401.5722,5651.416006215551
5680,1257.0304,2482.8328516296115
8408,2563.33,2917.2751916665256
5741,2668.5264,3621.7910379203986
1219,866.8716,2059.98361956193
2139,498.0184,2126.304487373004
598,1414.1592,3329.148542604571
7758,1414.1592,2491.933498580501
3086,223.7088,-113.55123924194936
2389,419.454,681.7751293895333
8375,528.6452,2454.915623275918
8501,1508.037,1731.6675414200847
3545,1106.5596,1081.9667764554918
6319,2628.5784,3140.690967020403
8521,1845.5976,1379.34174442233
4029,2619.2572,2561.848059375109
1393,6897.688,4431.550725807638
7389,227.7036,520.4166439623232
4391,1348.245,944.6335204520833
866,4643.955,3665.4846149809646
6974,5424.9384,4175.31207182574
6146,709.077,2238.387619961371
6350,2277.036,4018.8738630578528
3350,3281.0624,1776.192030811811
6311,1024.6662,2231.1555251679056
1148,1146.5076,2585.6278019830143
5187,1797.66,4517.624681155065
1194,5351.0346,3303.7099856077675
7625,605.878,2023.0571728347995
4271,934.7832,1252.9053864281832
7525,2175.1686,3534.8074284245886
710,387.4956,3024.7828025029876
7167,3079.325,1326.160638635401
1556,3877.6192,3313.0469388592182
1431,3415.554,3001.09168884065
2571,33.9558,-1207.4574868581556
8170,1653.8472,2998.1654736532237
8489,2109.2544,1196.6149202666202
5459,711.0744,1125.6728603342947
1390,2501.4106,2425.6500326735313
7118,7190.64,3890.0610346123804
7718,4942.8992,2647.5388751955015
1223,296.9468,2384.3387956399956
2411,312.2602,777.4773646224971
64,2543.356,5477.167062758822
6513,6385.022,2877.2003910012763
5926,3137.2496,1761.2961791187734
1395,1964.11,3043.5594886611043
7187,4154.592,3294.981702553413
5699,4660.6,2956.3521470122823
4779,1669.8264,1510.3114908580694
5923,1549.3166,1664.9311791815005
4549,679.116,952.2601599864469
3373,199.74,589.0266059330295
4932,2460.7968,1560.1717033787959
8028,1584.604,3466.280264427687
1272,172.4422,1124.6233043529066
4913,6704.606,4304.918375829777
4622,463.3968,72.68297024445837
258,1687.803,1830.4481766661388
1619,419.454,2081.852561455652
3650,1765.0358,2573.641702737582
5207,1298.31,1510.2795937964618
5614,1574.617,2239.504284738592
6443,3994.8,2554.5677388161594
7461,759.6778,1724.0641350588835
4387,2586.633,2091.842084858653
7884,2218.4456,1100.0561587204043
8333,1684.474,1149.9475726335238
3788,1621.8888,1644.5543645377963
7697,3453.5046,2817.349812994079
7661,1693.7952,1644.654854282509
3241,4349.0056,3014.55770541743
6846,1605.9096,4294.352645150871
3950,693.0978,1745.7995711455217
3457,3978.155,2569.3977060515163
491,3486.1288,5432.455322606497
2240,452.744,913.5605068607915
5570,3844.995,1752.812937995564
3397,1001.3632,3970.3287112730395
6045,3237.1196,1661.5948018787915
4847,671.1264,1375.6740351077628
6714,1911.5118,2425.303753728198
4805,3523.4136,3150.1611112805476
6993,7719.2852,3985.5273176081537
3487,1158.492,1529.0287398643636
3051,2616.594,3011.272762514215
8278,3430.2016,3884.1416069712586
463,2431.5016,1791.1052598927517
7180,2384.8956,2128.939319983106
6665,1838.2738,2376.342936815392
5449,447.4176,588.9298938736746
6832,1259.6936,1511.985950117381
4643,1438.128,2298.983986001499
1767,3142.576,3169.966657142092
7972,615.1992,2231.674921540319
7963,2006.7212,1443.9520800683342
6680,3723.1536,3922.232615927719
3014,1151.1682,968.6088298589281
2263,633.8416,724.3057190765232
5646,1208.427,1797.1836820007672
3990,3020.0688,2548.9397251821856
3913,3020.0688,3150.0655248267576
5069,2656.542,3029.9110170431113
2201,1223.0746,1741.0579062994202
6523,4502.1396,2717.808634933056
6975,966.7416,1005.5163754086584
6013,394.1536,1297.8096078722804
3388,1127.8652,2615.698023164542
8503,3392.9168,1951.2795211173736
1989,1281.665,1952.7608562060252
8360,3635.268,2700.2891123657546
1203,2631.2416,1725.39694327561
1418,4570.0512,3318.1974821866916
3626,351.5424,16.610318841162552
6858,1581.9408,2503.6344425673196
6299,2966.139,1846.2162532576097
6414,365.5242,1867.582145227675
5547,1794.331,2652.2882639348672
4359,2931.5174,2940.510249749974
7817,1584.604,4046.2932822098355
8162,615.1992,767.4888634814704
1519,3755.112,2571.042247720913
2749,2996.1,3902.359966800899
2132,4613.994,4701.423979931455
1504,5522.811,5509.170937015259
5286,2783.7098,2642.7421565811346
2177,479.376,24.435095084603745
1569,1677.816,2412.873453957629
218,3690.5294,2471.7382186137957
7607,2641.8944,2708.098601525775
6190,1551.9798,2694.529564014071
5341,1018.674,528.5330101585446
5060,2492.7552,3322.7373346385666
5921,926.7936,683.9271812037318
4852,1923.4962,3411.285185265242
4731,4086.0146,3849.2485826274424
2898,2376.906,2633.8288551811165
6966,223.7088,-6.841884713326408
5890,4933.578,2937.0650715696993
3389,97.2068,-891.5146741329661
1275,1162.4868,3116.226814916553
763,622.523,1066.201235967074
7772,3645.255,2448.137955356323
2534,2535.3664,2811.8820178972783
4169,1604.578,2840.9077173639316
325,387.4956,1215.9133163584436
5172,1685.8056,2217.801581909862
3660,559.272,1957.3287417573736
5711,1877.556,2038.6651242782912
7091,2885.5772,2251.7057616907287
3688,1454.1072,1900.1461376025106
5590,1000.6974,1476.7026002134246
655,1230.3984,1629.6366809570602
5284,392.822,1246.7672216794401
7006,3904.917,4187.297953638603
3303,3515.424,2732.174819303935
5136,3745.125,3933.3610647391106
3110,2947.4966,3897.0342499567423
5834,141.8154,314.0751092348189
428,796.9626,1498.3724450695377
2939,2125.2336,1362.8751915781145
1236,841.5712,1667.3702548564597
793,2045.3376,2959.5087684832088
727,744.3644,997.6024413121828
6451,4166.5764,4572.673720205116
6620,1158.492,2056.7584678625126
2147,782.315,2508.926545539576
6544,932.12,1621.4277680150285
3960,322.2472,538.6052937595066
3497,225.0404,1816.7274819255224
1763,1001.3632,1730.168050045696
3605,4456.1994,3110.7759107974334
5847,543.2928,996.5216281067521
4198,2303.668,3704.5062433581306
2998,1090.5804,2365.809504706427
8509,424.7804,1527.0702682526023
5737,2097.27,3291.6312797927058
8277,314.2576,682.1889513686003
242,3248.4382,3163.7078791912572
1507,1768.3648,3189.7923147523397
4521,3111.9492,2587.45232940581
3381,838.908,2290.4248228327033
5170,1358.232,1607.9360149512825
3407,7334.4528,4816.352492927584
6295,2576.646,1915.266326203835
6788,3387.5904,2235.605884159564
6249,619.194,378.59416809875484
1990,426.112,-138.9491124904448
799,2588.6304,2356.968967349203
7910,2407.5328,2442.132626550995
7445,1215.7508,1844.938168687474
8420,1867.569,2098.287581039431
8325,771.6622,560.5554519442306
562,1238.388,2096.0222528869162
5303,639.168,2134.276121011825
95,487.3656,52.734898650527384
3176,353.5398,1909.1145948671658
1050,1099.2358,1403.248868617048
5692,1340.2554,2023.196044016277
6632,1324.942,5599.905150082326
2443,1278.336,2650.0985976897127
2462,1682.4766,1428.252285018938
3175,3861.64,2930.51571473233
4443,1859.5794,1557.5202059174162
461,759.012,683.1713615393962
4344,1208.427,1865.7958119295804
314,801.6232,1801.3795523324095
7566,432.77,1607.2087758593402
1620,1537.998,701.2711377323997
5013,1342.2528,1044.016883934122
1699,665.8,742.9004645843722
7815,175.7712,-421.8881121398283
5068,3004.0896,3109.4663867831123
7812,723.0588,2043.1304444633345
5365,4685.9004,4130.295591873314
6189,6371.706,3322.4663139124677
1930,2978.1234,2109.660439184907
7647,2741.7644,1544.6346895707852
4200,1263.0226,2793.4098202688792
2600,745.696,1189.306426057248
1177,347.5476,728.1220789320939
3653,2854.9504,2893.5503260060223
7682,786.9756,2375.3357182220443
3992,2960.1468,2218.7236810630275
5963,3398.2432,2154.4524995050624
5385,2929.52,2605.1491105841524
7481,572.588,1953.0656655416665
3654,1238.388,1420.3420139927787
1587,1235.059,2801.584776495043
6009,2241.0828,3607.213045860093
2639,3038.7112,3500.985097857706
8083,2920.1988,2821.7558245111277
117,2542.0244,1735.8881150146055
6579,415.4592,-977.2638451226262
8377,1973.4312,2332.4629508564813
7969,77.2328,-905.9603911377037
8459,741.0354,1676.120401240882
4871,802.9548,2182.2992820927075
3884,311.5944,-270.7579395752082
5220,578.5802,883.144898376759
4458,2245.0776,2958.4078936025035
1544,3410.2276,2071.7881410185455
1996,6751.212,4438.037321151277
1067,6183.9504,4169.327795918788
7846,559.272,1096.453597391502
5821,4566.7222,5246.936206312468
8320,1884.8798,3051.385893751494
6911,1406.1696,1490.350638568676
2869,2840.3028,2555.2091837414146
556,1637.868,3166.5555871509305
648,3067.3406,2881.6348206749417
6391,2586.633,2999.7680522801
1002,2656.542,1955.5204497168747
1176,339.558,633.4935146395762
4895,1006.6896,1450.7908118286784
1012,6622.7126,3659.5264444281065
2244,149.805,834.4570629530814
7013,4250.4672,3344.2115486866587
2591,1277.0044,1311.6457667578134
5214,1150.5024,2333.8788945826755
7665,1118.544,821.5729619132463
1471,1274.3412,2141.363292292592
6334,7883.072,5278.9051958971495
5909,2404.2038,1293.1285310358078
6776,482.0392,1983.6807422328036
1346,1454.1072,1454.987600088081
5135,2428.8384,3148.719729624345
6431,852.224,1718.152296434866
953,745.696,1093.2659771211936
788,365.5242,668.1301858599918
3354,223.7088,-102.0219392688532
7506,2736.438,2896.2846587295962
5822,1860.2452,1471.9264532129828
2559,535.3032,2844.3327222461357
1191,3717.8272,3719.501348713301
7662,5410.9566,4015.084554056256
8341,2423.512,1518.510258681012
3118,4159.9184,3275.0905846084634
203,6704.606,4196.713511457331
2626,865.54,1147.7799496256555
4447,186.424,-1149.7813636009835
3677,543.2928,479.2972720641946
3608,302.939,1002.9745366778266
2758,1768.3648,3269.864489572934
7314,1788.3388,1677.530105265245
7786,837.5764,906.3490670332042
7561,388.1614,680.6257634667535
1005,2157.192,1303.1672618535554
5270,183.095,578.7678036779614
3784,3109.9518,1823.1704775885746
1424,270.3148,509.7812318065276
435,3038.7112,3296.0750175459034
5707,910.8144,444.3166117730063
990,741.0354,740.6419774949491
817,1868.2348,2788.420276922325
5427,44.6086,-1082.4196366420222
4170,894.8352,1848.9569773853013
4053,1960.781,1758.6507307396575
658,1166.4816,2974.65166970841
1329,3511.4292,4660.03754727914
5916,3745.125,3560.5979964678854
636,103.199,-132.5000493327425
2468,5668.6212,4105.537891512569
2323,2696.49,2927.320745588124
245,3755.112,3924.308157444635
7711,1151.1682,2565.8507457412225
6105,296.9468,651.2093774224852
7290,1354.903,2054.200042141997
7746,1901.5248,1737.4980541828274
3927,1295.6468,2852.9474977384025
2806,2127.231,2417.7153210150746
6563,1870.898,2599.8196399607223
4715,264.9884,2420.893402684889
3365,3048.6982,2595.4307565652916
4075,4828.3816,4253.222966014926
253,1877.556,2034.0912132519936
3691,146.476,-670.9253068394794
1114,1078.596,3298.5689941847377
1151,2277.036,2061.538637811837
6506,5834.4054,3992.459411495978
1737,1999.3974,2751.650092574766
3460,1965.4416,3889.302444847307
8224,3984.1472,3948.429287271312
3060,1203.7664,2365.289717179685
2619,2972.1312,2632.7216485914387
6597,1480.7392,1561.2365428583068
2818,263.6568,209.8422892993383
7451,4165.2448,3802.436892949615
6777,2356.932,2763.272662672108
4254,671.1264,825.1459336149394
1752,216.385,-975.8461278856644
2672,1203.7664,2385.697563378306
5091,3155.892,4100.690687990184
2016,763.0068,1989.3665823768097
500,2330.3,1904.5082250030737
726,3079.9908,4154.454957164191
3566,3323.0078,2419.6066882929263
6156,2550.014,3966.17232291074
1691,1384.1982,2846.9505381061363
5642,5978.2182,3805.1214199190053
3267,4586.0304,2963.6129142493155
1119,767.0016,1138.2049849319935
4299,2796.36,3022.9500770306086
2066,1414.1592,1316.5132466919586
6333,1208.427,1902.6679209364268
1875,1046.6376,2323.9705041557245
8151,2396.88,1613.2119841724075
7744,450.0808,1619.3188324633995
6492,449.415,528.2452734781839
3074,279.636,1488.5431782907551
4175,228.3694,1704.9788481906976
5443,162.4552,629.3536804054877
4221,2783.044,2261.1495550263808
4298,591.2304,-253.83000463491817
1850,1761.7068,1768.604979504025
507,1603.9122,2456.0360037832597
3297,1938.8096,3598.909871033593
4362,1201.769,988.1231736640701
6307,3010.7476,2489.9119658221416
6412,1557.972,1694.0435089551827
2518,713.0718,2061.097443722896
6659,3004.0896,3956.234583297758
4275,561.9352,1992.9944325329905
3907,1438.128,1413.2731317306157
1021,4027.4242,2801.8504192376304
6764,2213.1192,2956.6763681548045
8323,1842.9344,1581.933234017894
5447,4532.7664,3875.578750573509
6121,4287.752,1934.3777226818968
7344,3225.1352,5069.383101655913
6439,1653.8472,1456.0407545327619
2705,1219.7456,2723.5867483689126
3974,1201.769,3827.6806780049656
7804,382.1692,1408.6019522022063
7342,2408.8644,1181.3439359632266
6591,575.917,-59.87573504227407
246,3440.8544,2809.734610003313
7906,427.4436,1513.6779215793008
4927,743.0328,1123.3361015055705
6840,4725.8484,3449.024679459022
285,2267.049,2434.6546264744584
2478,1356.2346,3016.4445033917073
1225,202.4032,-164.28968028008967
5278,878.856,421.9021605857772
4565,1665.8316,2957.96607442189
481,3046.7008,3944.038951727347
2701,2465.4574,1648.655730087659
3066,1018.0082,1215.0758447990802
6061,1326.2736,1785.641582720575
942,1135.189,1727.7569766961592
565,2863.6058,4303.6338796655
1204,165.1184,-626.8065947170355
488,1581.9408,2166.1011169815674
104,3185.853,3054.561224261095
6014,1264.3542,2352.091915855469
3736,669.129,769.0269019719319
5002,4221.8378,3920.700896698416
6829,3349.6398,5426.227049776986
5700,1128.531,1202.8763753303476
1464,1923.4962,3422.7957073397038
4320,2892.2352,2100.94578503955
3140,564.5984,210.6443445515448
3826,2969.468,2507.9082702608557
1816,1230.3984,1526.3914740154378
599,5502.837,2854.2560777557073
7168,223.7088,41.17836254462895
7731,1076.5986,1552.0756418087662
7562,7717.9536,4370.471546261738
649,3281.7282,1734.930600534695
5870,1794.331,3985.813098698406
4638,540.6296,607.0546831668249
1581,4221.172,3354.396417495381
1958,2343.616,1871.6649907612618
7695,1821.6288,2041.1468562221069
5325,6207.9192,5006.167843262648
1285,4965.5364,5048.293322427744
8019,3593.3226,2801.7270606780776
8361,1390.1904,2500.1858256212445
689,3456.1678,1976.7675738284177
4247,1874.8928,3645.7680099554264
3167,3430.2016,3466.5378755387164
6663,199.74,373.6945134738787
5595,4761.8016,2786.8433084346098
7673,1724.422,2675.3521356131387
5621,2097.9358,1512.2107247060094
3944,1347.5792,1587.6532536060677
538,1049.9666,919.1356633925916
639,5736.5328,3787.099051193304
4681,8262.578,5295.653375433633
6456,2423.512,3021.206512000712
1786,2243.746,3437.7609619192717
4788,3003.4238,3627.790312039743
383,1176.4686,700.2305003461847
545,319.584,765.4885294027292
7331,2458.1336,2716.3392775891025
4613,2406.867,2552.340597665593
1358,2516.724,3985.0758763673393
5299,4828.3816,3613.216124501718
4228,790.9704,1252.944086642294
1500,2628.5784,2069.200027050774
3296,308.9312,949.8164607599314
6060,759.012,694.486225804155
3710,2451.4756,2815.0197799769685
1542,1605.9096,2577.6599824560517
2345,307.5996,549.6197649769829
7291,5492.85,2899.397527920675
2959,1358.232,2122.6849026054797
7268,2189.8162,3028.9857432136823
6602,1491.392,2647.5494651445806
2625,2812.3392,1936.8970437139724
4954,1721.093,3899.6022836534175
7656,288.9572,517.9419498350437
7694,1035.9848,4068.2693112272536
6870,3235.788,1976.4077013561755
1123,1570.6222,3534.6358687459115
2753,592.562,70.40275235653075
3480,1428.141,1820.6162480118853
7348,767.0016,4159.608132502514
1293,2925.5252,3478.8812752110807
3544,4414.9198,3567.986885381789
4964,1687.803,3512.4166147521782
7931,2247.075,1000.4553157376881
2315,5383.6588,4662.322776567554
7941,79.2302,-458.13633611112664
4568,6201.927,3646.422275891682
4288,2098.6016,2031.9815199569955
7270,965.41,1514.412859241212
6370,1662.5026,2150.0340266301946
7527,1565.9616,1969.1554536323274
7532,2631.2416,4063.527991471993
5607,3691.1952,2421.9640085116853
6158,1981.4208,2077.8761028860467
1141,1350.2424,812.7328976677184
7196,1701.7848,1612.6098998910732
2277,589.233,1210.8916904863001
271,2093.2752,4070.218598162227
813,5243.8408,3588.879273419503
6086,2404.8696,2871.3551284909336
2772,4563.3932,3060.162201830347
3242,1597.92,1388.2203175807467
5082,2782.3782,2066.3731830808365
6054,579.246,1834.593542135187
3323,5033.448,5474.765217459375
7218,886.8456,1203.9439880044756
3461,1022.6688,4133.303358541632
4261,1537.998,1232.5778169441433
3428,552.614,909.8765027311639
6861,4293.0784,2563.0222849951597
4479,2804.3496,3377.5819623659463
1680,495.3552,2029.1847472669576
57,796.9626,942.1864166559736
5887,1086.5856,707.6976998698301
4101,575.2512,1151.9748255155139
7690,7943.6598,4406.107958798824
5994,633.8416,789.2956202377325
8411,4431.5648,2677.2313998428
6935,344.8844,877.4116702436074
7630,2167.8448,1800.9014646934315
7200,3448.844,2534.094961300797
4475,3395.58,3570.0727767661974
1695,2587.9646,3119.8335850366047
1936,958.752,1280.5840164918868
1419,3020.0688,4090.30791160043
1250,2876.256,3111.0866813625425
7051,503.3448,960.2617739938755
1934,2372.9112,3346.2008305040636
261,1418.154,1392.6489833458154
7370,2693.8268,2427.536236849841
6654,4527.44,3607.415769604293
5235,2648.5524,1229.6011122581776
1706,3271.7412,5410.7686232379965
5676,4436.8912,2128.0378008597745
3036,1833.6132,2121.3957483178183
1976,254.3356,152.21228382357003
440,2181.1608,2738.6371379884695
1359,965.41,1610.9974368811845
2104,970.7364,1622.1034601924891
2498,2167.8448,1640.787794729158
619,534.6374,930.5571798534569
1288,1834.9448,2305.5063438114357
94,1274.3412,1966.6806430525976
5158,1518.024,1298.8143495201764
157,1910.1802,1559.5603842815635
4617,3453.5046,2697.4404379563666
4495,4873.656,5255.084419178183
2830,6231.888,3935.8657180099935
1075,809.6128,803.8315994002392
7702,922.7988,822.1305556604441
8024,1772.3596,1296.1370815285845
4278,3723.8194,3481.561021300762
7383,815.605,781.1820975355747
6989,1049.9666,965.5085035305833
2618,2101.9306,3064.8012724165683
1165,759.012,906.1440922263989
3568,540.6296,615.7108267239287
4938,210.3928,-171.54715443546775
5350,679.116,808.406659375506
4503,1697.79,2010.6308123250817
2777,595.2252,3214.040402154794
3261,960.7494,1184.225749838092
7387,657.8104,891.6019461767567
173,3969.4996,2896.158247969075
4507,2770.3938,2091.832190744134
2419,2125.2336,1378.5335572747076
3640,778.986,1031.2800914004413
1754,202.4032,-165.11084848768382
2184,2406.2012,1496.486303799659
3427,2918.8672,2982.5688915949386
3235,774.9912,728.113498008596
8211,2741.0986,1905.2710211349186
2367,1948.1308,1687.000250091984
1516,95.2094,-245.53871772407842
5996,868.869,958.8016402720579
7211,3523.4136,2211.665802802796
2382,782.315,2512.3354989178033
211,5650.6446,3858.114275341114
4846,3266.4148,2361.7615357380255
4138,383.5008,721.7923089381977
628,4763.799,4209.730397334136
7918,1965.4416,1764.499852638133
4111,790.9704,408.9542731060438
410,1504.708,2343.65831816189
2394,55.2614,-867.7587604358134
2493,4687.232,3429.7042360411024
1482,4138.6128,3144.3132371724587
883,387.4956,1176.1451739169077
3829,3568.688,2888.7991610972167
6069,1565.9616,1757.8734057906552
1605,277.6386,-375.50091576137515
3113,199.74,-255.7442096044574
6723,4984.1788,3975.647447724049
7195,1830.95,2672.393597898219
6967,2390.8878,1869.7325503465847
906,33.29,-1368.6306597894834
1084,5778.4782,4117.495435381253
7651,5944.2624,3889.6576288831466
4740,2805.0154,3684.5229031283625
1109,868.869,1685.413761580042
1559,3554.7062,2949.31185516038
6965,1877.556,1864.518191844906
723,2566.659,4174.784415342482
7814,1311.626,2089.0194222835235
4120,1076.5986,926.0805473694566
8029,751.0224,3949.4831533594243
4834,902.8248,1227.1592913306088
345,703.0848,886.3117645995304
2819,945.436,779.97416993463
6279,1565.9616,3606.753255950619
1349,4567.388,3641.339302858719
913,591.2304,1117.289613210303
7347,4008.116,2166.542595827982
3989,3197.1716,3566.373612455035
7281,958.752,1171.6088704302156
2268,227.7036,673.7934191883916
4766,1765.7016,2363.0601174487674
2142,1208.427,1457.5987187304438
5111,2916.204,2282.248140653848
5387,2157.192,2502.8773029021904
6768,1155.8288,2748.7311680904622
792,2822.992,2845.724306320066
4772,8413.0488,5008.209151325121
4649,4530.1032,2572.667442192538
4401,3938.8728,3411.1065297261166
7473,1838.2738,2495.0250746468037
45,358.2004,992.3934066037784
6240,2021.3688,972.1417635110188
8322,3271.7412,3681.551196485295
3906,4794.4258,4071.6518154193336
87,3285.723,3914.8119932188747
1744,939.4438,1005.6885984310463
2203,1953.4572,1515.6295479959713
4519,3338.987,3095.2426506553165
3842,4364.319,3566.963040035238
2527,1050.6324,1006.2104617061725
2464,3185.1872,1935.1334956471303
7338,4910.275,4603.967251963422
2358,1379.5376,1525.6306469390215
7417,994.7052,1822.3115154393713
3080,4274.436,3057.621681264669
3807,3050.6956,3069.9436962120863
6003,1516.0266,1131.9266859330044
5982,194.4136,-988.6587567846132
5922,3048.6982,2618.954192451448
1081,490.6946,851.3577070648507
1552,1304.968,2667.310801722244
7837,2510.066,2944.710507703907
1505,4013.4424,2915.667874839204
5481,1048.635,1828.2056365166973
7412,2026.0294,1885.009765759239
2859,2103.2622,3728.030704842681
6647,379.506,1082.9890261794174
8428,2094.6068,3105.940773040639
5433,3372.9428,3237.2431811248016
1998,8239.9408,5321.805485082618
7480,1186.4556,3178.6139002310156
3332,1528.011,2430.29729287757
2210,3635.268,2047.023179238564
6791,3225.1352,3388.2264068486074
5076,319.584,810.4864200166996
4168,4396.9432,2704.272784254352
985,1478.076,2008.1977509630858
1069,4843.695,2987.126797185989
7161,942.7728,2046.1097486578692
1755,2342.9502,3826.0270423076654
2154,3542.7218,3274.9657387468087
5210,3418.883,3950.0984066298633
5300,3520.0846,3378.6365368802954
2533,2787.0388,3007.958217516648
6268,499.35,780.8385081617996
2440,2045.3376,4165.715369037961
4981,4870.9928,4001.712836589297
7803,3036.048,5327.644892076834
3157,420.7856,-41.312651640788545
4494,4649.9472,4479.622140021723
8416,925.462,1441.6602067321264
7822,719.064,1166.5392642164295
3861,2908.2144,3868.6982742187765
5355,1091.912,1742.3770229928264
2032,3779.0808,2689.2340926537736
5932,2490.092,3905.6417900357364
2976,4902.9512,2705.8692348874556
